variant,source,variant_signal_class,class_count,noise_or_signal
enzyme beta-galactosidase,aspergillus niger | kluyveromyces lactis,"orthographic_noise, canonical_form, form_signal, multi_source",4,mixed
edible vegetable bran oil,rice,"form_signal, grade_signal",2,signal
fava bean protein isolate,fava bean,form_signal,1,signal
hydrogenated vegetable fat,palm | soybean | groundnut,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
hydrogenated vegetable oil,palm | soybean | groundnut,"form_signal, process_signal, multi_source",3,signal
fractionated vegetable fat,palm | soybean | groundnut,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
partially hydrogenated oil,palm | soybean | groundnut,"form_signal, process_signal, multi_source",3,signal
fortified wheat flour iron,wheat,"canonical_form, form_signal, process_signal, fortification_signal",4,signal
centre filling milk solids,milk,"canonical_form, form_signal",2,signal
preserved strawberry fruit,strawberry,canonical_form,1,signal
refined sunflower seed oil,sunflower,"canonical_form, form_signal, process_signal, grade_signal",4,signal
roasted almonds flavouring,almond,"form_signal, process_signal",2,signal
tribasic calcium phosphate,mineral,"form_signal, grade_signal, fortification_signal",3,signal
reconstituted skimmed milk,milk,"canonical_form, form_signal, process_signal, grade_signal",4,signal
streptococcus thermophilus,milk,linguistic_signal,1,signal
lacto-bacillus acidophilus,milk,"orthographic_noise, canonical_form",2,mixed
brown rice protein isolate,rice,"canonical_form, form_signal, grade_signal",3,signal
kashmiri red chilli powder,chilli,"canonical_form, form_signal, grade_signal",3,signal
mathania red chilli powder,chilli,"canonical_form, form_signal, grade_signal",3,signal
husked dew moth bean flour,dew moth bean,"form_signal, grade_signal",2,signal
panax ginseng root extract,panax ginseng,form_signal,1,signal
medium chain triglycerides,coconut | palm kernel,"orthographic_noise, multi_source",2,mixed
medium chain-triglycerides,coconut | palm kernel,"orthographic_noise, canonical_form, multi_source",3,mixed
phyllanthus niruri extract,phyllanthus niruri,form_signal,1,signal
hydrogenated vegetable fats,palm | soybean | groundnut,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
fractionated vegetable fats,palm | soybean | groundnut,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
roasted spice powder ginger,ginger,"canonical_form, form_signal, process_signal",3,signal
dehydrated fenugreek leaves,fenugreek,"canonical_form, form_signal, process_signal, grade_signal",4,signal
dehydrated coriander leaves,coriander,"canonical_form, form_signal, process_signal, grade_signal",4,signal
l.bacillus delbruecki subsp,milk,canonical_form,1,signal
limosilactobacillus reuteri,milk,unclassified,1,unclassified
green coffee extract powder,coffee,"canonical_form, form_signal, grade_signal",3,signal
stalkless kashmiri chillies,chilli,grade_signal,1,signal
cranberry juice concentrate,cranberry,"canonical_form, form_signal",2,signal
emulsifier vegetable origin,palm | soybean | sunflower,"compound_noise, multi_source",2,mixed
roasted spice powder nutmeg,nutmeg,"canonical_form, form_signal, process_signal",3,signal
pineapple juice concentrate,pineapple,"canonical_form, form_signal",2,signal
pineapple fruit preparation,pineapple,canonical_form,1,signal
bacillus coagulans snz 1969,bacillus coagulans,"compound_noise, linguistic_signal",2,mixed
rosemary extract flavouring,rosemary,"canonical_form, form_signal",2,signal
evening primrose oil powder,evening primrose,form_signal,1,signal
tangerine juice concentrate,tangerine,"canonical_form, form_signal",2,signal
magnesium hydrogen phosphate,mineral,"form_signal, grade_signal",2,signal
concentrated sugarcane juice,sugarcane,"canonical_form, form_signal, process_signal",3,signal
lacto - bacillus acidophilus,milk,"orthographic_noise, linguistic_signal",2,mixed
roasted spice powder aniseed,aniseed,"canonical_form, form_signal, process_signal",3,signal
krishna tulsi ocimum sanctum,tulsi,"linguistic_signal, transliteration_signal, canonical_form",3,signal
edible vegetable oil coconut,coconut,"canonical_form, form_signal, grade_signal",3,signal
hydrolyzed vegetable protein,soybean | groundnut | corn,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
hydrolysed vegetable protein,soybean | groundnut | corn,"orthographic_noise, form_signal, multi_source",3,mixed
hydrolyzed groundnut protein,groundnut,"orthographic_noise, canonical_form, form_signal, process_signal",4,mixed
hydralyzed vegetable protein,soybean | groundnut | corn,"orthographic_noise, form_signal, process_signal, multi_source",4,mixed
hydrolized vegetable protein,soybean | groundnut | corn,"orthographic_noise, form_signal, multi_source",3,mixed
hydrolysed groundnut protein,groundnut,"orthographic_noise, canonical_form, form_signal",3,mixed
neem azadirachta indica leaf,neem azadirachta indica,"form_signal, grade_signal",2,signal
probiotic bacillus coagulans,bacillus coagulans,"linguistic_signal, process_signal",2,signal
grapefruit juice concentrate,grapefruit,"canonical_form, form_signal",2,signal
edible vegetable oil palm oil,palm,"canonical_form, form_signal, grade_signal",3,signal
interesterified vegetable fat,palm | soybean | groundnut,"form_signal, process_signal, multi_source",3,signal
edible vegetable fats sal fat,sal,"linguistic_signal, canonical_form, form_signal, grade_signal",4,signal
edible vegetable oil corn oil,corn,"canonical_form, form_signal, grade_signal",3,signal
afgani seedless black raisins,grape,grade_signal,1,signal
texturised soy protein flakes,soybean,form_signal,1,signal
citrus fruit from concentrate,citrus,"canonical_form, form_signal",2,signal
roasted spice powder turmeric,turmeric,"canonical_form, form_signal, process_signal",3,signal
vana tulsi ocimum gratissimum,tulsi,"linguistic_signal, transliteration_signal, canonical_form",3,signal
tulsi ocimum tenuiflorum leaf,tulsi,"redundant_variant, linguistic_signal, transliteration_signal, canonical_form, form_signal, grade_signal",6,mixed
reconstituted buttermilk milk,milk,"canonical_form, form_signal, process_signal",3,signal
spice oleoresin cuminaldehyde,cumin,unclassified,1,unclassified
encapsulated ferrous sulphate,mineral,"form_signal, grade_signal",2,signal
emulsifier sunflower lecithin,sunflower,"compound_noise, canonical_form",2,mixed
dehydrated white onion powder,onion,"canonical_form, form_signal, process_signal, grade_signal",4,signal
pomegranate juice concentrate,pomegranate,"canonical_form, form_signal",2,signal
probiotics bacillus coagulans,synthetic,linguistic_signal,1,signal
brihati solanum indicum plant,brihati,"canonical_form, grade_signal",2,signal
gudmar gymnema sylvestre leaf,gudmar,"canonical_form, form_signal, grade_signal",3,signal
jiwanti leptadenia reticulata,jiwanti,canonical_form,1,signal
medium chain triglyceride oil,coconut | palm kernel,"orthographic_noise, form_signal, multi_source",3,mixed
mudgaparni phaseolus trilobus,mudgaparni,canonical_form,1,signal
vidari pueraria tuberosa root,vidari,"canonical_form, form_signal",2,signal
tulsi ocimum tenuiflorum leaf,tulsi,"redundant_variant, linguistic_signal, transliteration_signal, canonical_form, form_signal, grade_signal",6,mixed
edible vegetable oil palmolein,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
edible vegetable oil palmolien,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
edible vanaspati oil vanaspati,palm | soybean | groundnut,"form_signal, grade_signal, multi_source",3,signal
mozzarella cheese lodized salt,milk | mineral,"form_signal, multi_source",2,signal
soya sauce powder lodized salt,soybean | mineral,"form_signal, multi_source",2,signal
mango flavouring confectionery,mango,"canonical_form, form_signal",2,signal
edible vegetable oil rice bran,rice,"canonical_form, form_signal, grade_signal",3,signal
edible vegetable oil sunflower,sunflower,"canonical_form, form_signal, grade_signal",3,signal
dehydrated kasuri methi leaves,kasuri methi,"transliteration_signal, form_signal, process_signal, grade_signal",4,signal
roasted spice powder fenugreek,fenugreek,"canonical_form, form_signal, process_signal",3,signal
roasted spice powder coriander,coriander,"canonical_form, form_signal, process_signal",3,signal
yogurt milk bacterial cultures,milk,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
lactic cultures s thermophilus,milk,unclassified,1,unclassified
roast and ground filter coffee,coffee,"canonical_form, process_signal, grade_signal",3,signal
malted barley extracted solids,barley,"canonical_form, form_signal, process_signal",3,signal
organic tulsi holy basil blend,tulsi,"transliteration_signal, canonical_form, process_signal, grade_signal",4,signal
marich kalimarich piper nigrum,black pepper,unclassified,1,unclassified
blackcurrant juice concentrate,blackcurrant,"canonical_form, form_signal",2,signal
whole grains brown rice flakes,rice,"canonical_form, form_signal, grade_signal",3,signal
butterfat from milk flavouring,milk,"canonical_form, form_signal",2,signal
medium chain triglycerides oil,coconut | palm kernel,"orthographic_noise, form_signal, multi_source",3,mixed
musta cyperus rotundus rhizome,cyperus rotundus,grade_signal,1,signal
edible vegetable oil palm olien,palm,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
edible vegetable oil palmnolein,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
refined vegetable oil sunflower,sunflower,"canonical_form, form_signal, process_signal",3,signal
yoghurt milk bacterial cultures,milk,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
edible vegetable oil cottonseed,cottonseed,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
edible vegetable oil ground nut,groundnut,"form_signal, process_signal, grade_signal",3,signal
creatine monohydrate micronized,synthetic,process_signal,1,signal
giloy tinospora cordifolia stem,giloy tinospora cordifolia stem,canonical_form,1,signal
kakanasika martynia annua fruit,kakanasika martynia annua fruit,canonical_form,1,signal
prishniparni uraria picta plant,prishniparni uraria picta plant,"canonical_form, grade_signal",2,signal
utpala nymphaea stellata flower,utpala nymphaea stellata flower,canonical_form,1,signal
edible vegetable oil palm kernel,palm,"canonical_form, form_signal, grade_signal",3,signal
condensed milk-solid balls khoya,milk,process_signal,1,signal
probiotic cultures l acidophilus,synthetic,process_signal,1,signal
artificial flavouring substances,synthetic,"form_signal, process_signal",2,signal
sweetened condensed skimmed milk,milk,"canonical_form, form_signal, process_signal, grade_signal",4,signal
edible vegetable oil cotton seed,cottonseed,"orthographic_noise, form_signal, grade_signal",3,mixed
capsule shell ingredient gelatin,beef | pork | fish,"form_signal, multi_source",2,signal
punarnava boerhavia diffusa root,punarnava boerhavia diffusa,form_signal,1,signal
shati hedychium spicatum rhizome,shati hedychium spicatum,grade_signal,1,signal
fish oil omega 3 fatty acids epa,fish,"canonical_form, form_signal",2,signal
edible vegetable oil pamolein oil,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
hydrogenated edible vegetable fat,palm | soybean | groundnut,"form_signal, process_signal, grade_signal, multi_source",4,signal
noodle powder refined wheat flour,wheat,"compound_noise, canonical_form, form_signal, process_signal",4,mixed
fortified wheat flour wheat flour,wheat,"canonical_form, form_signal, process_signal, fortification_signal",4,signal
edible vegetable oil rice bra oil,rice,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
strawberry juice from concentrate,strawberry,"canonical_form, form_signal",2,signal
enzyme beta-galact active culture,synthetic,form_signal,1,signal
anticaking agent calcium silicate,mineral,"form_signal, grade_signal, fortification_signal",3,signal
organic rama tulsi ocimum sanctum,tulsi,"linguistic_signal, transliteration_signal, canonical_form, process_signal",4,signal
roasted spice powder black pepper,black pepper,"form_signal, process_signal, grade_signal",3,signal
flavour enhancer sodium glutamate,synthetic,"form_signal, grade_signal",2,signal
grape seed extract vitis vinifera,grape,"canonical_form, form_signal, grade_signal",3,signal
liquorice glycyrrhiza glabra bark,liquorice glycyrrhiza glabra,form_signal,1,signal
dadima anar seeds punica granatum,pomegranate,"form_signal, grade_signal",2,signal
medium chain triglyceride mct oil,coconut | palm kernel,"form_signal, multi_source",2,signal
tamalaki phyllanthus niruri plant,phyllanthus niruri,grade_signal,1,signal
edible vegetable oil paimolein oil,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
edible vegetable oil palmolein oil,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
edible vegetable oil palmolein oll,palm,"orthographic_noise, form_signal, grade_signal",3,mixed
edible vegetable oil palmonien oil,palm,"form_signal, grade_signal",2,signal
dehydrated vegetable powder garlic,garlic,"canonical_form, form_signal, process_signal",3,signal
ginger zingiber officinale rhizome,ginger,"canonical_form, grade_signal",2,signal
edible vegetable oil rice bran oil,rice,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
edible vegetable oil sunflower oil,sunflower,"canonical_form, form_signal, grade_signal",3,signal
coriander seeds coriandrum sativum,coriander,"canonical_form, form_signal, grade_signal",3,signal
protein blend whey protein isolate,milk,"form_signal, grade_signal",2,signal
vana tulsi ocimum gratissimum leaf,ocimum gratissimum,"linguistic_signal, transliteration_signal, form_signal, grade_signal",4,signal
dried red chillies capsicum annuum,capsicum annuum,"process_signal, grade_signal",2,signal
edible vegetable oil groundnut oil,groundnut,"canonical_form, form_signal, grade_signal",3,signal
dehydrated vegetable powder tomato,tomato,"canonical_form, form_signal, process_signal",3,signal
gokshura tribulus terrestris fruit,tribulus terrestris,unclassified,1,unclassified
kantakari solanum surattense plant,solanum surattense,grade_signal,1,signal
karkatshringi pistacia integerrima,pistacia integerrima,unclassified,1,unclassified
refined vegetable oil palmolein oil,palm,"form_signal, process_signal",2,signal
edible vegetable oil rice brand oil,rice,"orthographic_noise, canonical_form, form_signal, grade_signal",4,mixed
kasuri methi dried fenugreek leaves,fenugreek,"transliteration_signal, canonical_form, form_signal, process_signal, grade_signal",5,signal
fermented nutritional yeast protein,yeast,"canonical_form, form_signal, process_signal, grade_signal",4,signal
cinnamon cinnamomum zeylanicum bark,cinnamon,"canonical_form, form_signal",2,signal
edible vegetable oil cottonseed oil,cottonseed,"canonical_form, form_signal, grade_signal",3,signal
flavour enhancer disodium guanylate,synthetic,"form_signal, grade_signal",2,signal
flavour enhancer disodium inosinate,synthetic,"form_signal, grade_signal",2,signal
roasted spice powder green cardamom,cardamom,"canonical_form, form_signal, process_signal, grade_signal",4,signal
organic green tea camellia sinensis,camellia sinensis,"process_signal, grade_signal",2,signal
lemongrass cymbopogon citratus leaf,lemongrass,"canonical_form, form_signal, grade_signal",3,signal
jiwanti leptadenia reticulata plant,leptadenia reticulata,grade_signal,1,signal
shyonaka oroxylum indicum stem bark,oroxylum indicum,form_signal,1,signal
vijaysar pterocarpus marsupium stem,pterocarpus marsupium,unclassified,1,unclassified
huile végétale comestible palmoleine,palm,"orthographic_noise, linguistic_signal",2,mixed
huile végétale comestible palmoléine,palm,"orthographic_noise, linguistic_signal",2,mixed
hydrogenated vegetable fat palmolein,palm,"form_signal, process_signal",2,signal
hydrogenated vegetable oil vanaspati,palm | soybean | groundnut,"form_signal, process_signal, multi_source",3,signal
edible vegetable fat onteresterified,palm | soybean | sunflower | groundnut,"form_signal, grade_signal, multi_source",3,signal
active lactic culture s.thermophilus,milk,"orthographic_noise, form_signal",2,mixed
organic krishna tulsi ocimum sanctum,ocimum sanctum,"linguistic_signal, transliteration_signal, process_signal",3,signal
butterscotch flavoured confectionery,milk | sugarcane,multi_source,1,signal
sweet lime mosambi juice concentrate,mosambi,"transliteration_signal, canonical_form, form_signal, grade_signal",4,signal
chocolate natural vanilla flavouring,cocoa | vanilla,"form_signal, process_signal, multi_source",3,signal
chocolate substitute refined palm oil,palm,"canonical_form, form_signal, process_signal",3,signal
edible vegetable oil refined palm oil,palm,"canonical_form, form_signal, process_signal, grade_signal",4,signal
flavour enhancer yeast extract powder,yeast,"canonical_form, form_signal, grade_signal",3,signal
active lactic cultures s thermophilus,milk,orthographic_noise,1,noise
active lactic cultures s.thermophilus,milk,orthographic_noise,1,noise
organic vana tulsi ocimum gratissimum,ocimum gratissimum,"linguistic_signal, transliteration_signal, process_signal",3,signal
agaru cinnamomum zeylanicum stem bark,cinnamomum zeylanicum,form_signal,1,signal
probiotics bacillus coagulans snz1969,synthetic,"compound_noise, linguistic_signal",2,mixed
arachidonic acid aa from m alpina oil,mortierella alpina,form_signal,1,signal
kutki picrorhiza kurrooa root rhizome,picrorhiza kurrooa,"form_signal, grade_signal",2,signal
mct powder medium chain triglycerides,coconut | palm kernel,"form_signal, multi_source",2,signal
edible vegetable fat bakery shortening,palm | soybean | groundnut,"form_signal, grade_signal, multi_source",3,signal
interesterified vegetable fat palm oil,palm,"canonical_form, form_signal, process_signal",3,signal
lbacillus delbrueckii subsp bulgaricus,milk,orthographic_noise,1,noise
chamomile matricaria chamomilla flower,chamomile,canonical_form,1,signal
fortified wheat flour calcium carbonate,wheat | mineral,"canonical_form, form_signal, process_signal, grade_signal, fortification_signal, multi_source",6,signal
sweetened condensed partly skimmed milk,milk,"canonical_form, form_signal, process_signal, grade_signal",4,signal
flavour enhancer disodium 5'- guanylate,synthetic,"form_signal, grade_signal",2,signal
stabilizer hydrolysed vegetable protein,soybean | groundnut,"orthographic_noise, compound_noise, form_signal, multi_source",4,mixed
stabilizer hydrolyzed vegetable protein,soybean | groundnut,"orthographic_noise, compound_noise, form_signal, process_signal, multi_source",5,mixed
fructo-oligosaccharides prebiotic fibre,sugarcane | chicory,"canonical_form, form_signal, process_signal, multi_source",4,signal
interesterified vegetable fat sesame oil,palm | soybean | groundnut | sesame,"form_signal, process_signal, multi_source",3,signal
l.bacillus delbrueckii subsp. bulgaricus,milk,orthographic_noise,1,noise
amla extract emblica officinalis extract,amla,"linguistic_signal, transliteration_signal, canonical_form, form_signal",4,signal
shweta chandan santalum album heart wood,sandalwood,unclassified,1,unclassified
edible vegetable oil refined ricebran oil,rice,"form_signal, process_signal, grade_signal",3,signal
edible vegetable oil refined palmolein oil,palm,"form_signal, process_signal, grade_signal",3,signal
active lactic cultures made from toned milk,milk,"canonical_form, form_signal, process_signal, grade_signal",4,signal
holy basil ocimum sanctum rama variety leaf,ocimum sanctum,"linguistic_signal, form_signal, grade_signal",3,signal
edible vegetable oil refined cottonseed oil,cottonseed,"canonical_form, form_signal, process_signal, grade_signal",4,signal
flavour enhancer disodium 5'-ribonucleotide,synthetic | yeast,"form_signal, grade_signal, multi_source",3,signal
agnimantha clerodendrum phlomidis stem bark,clerodendrum phlomidis,form_signal,1,signal
arachidonic acid ara mortierella alpina oil,mortierella alpina,form_signal,1,signal
chocolate substitute refined palm kernel oil,palm,"canonical_form, form_signal, process_signal, grade_signal",4,signal
2'-fucosyllactose human milk oligosaccharide,synthetic,form_signal,1,signal
partially hydrogenated refined vegetable oils,palm | soybean | groundnut,"form_signal, process_signal, multi_source",3,signal
edible vegetable fat interesterified palm oil,palm,"canonical_form, form_signal, process_signal, grade_signal",4,signal
holy basil ocimum sanctum krishna variety leaf,ocimum sanctum,"linguistic_signal, form_signal, grade_signal",3,signal
lactose-rich deproteinized whey permeate powder,milk,form_signal,1,signal
lactic cultures l.delbruelkil subsp. bulgaricus,milk,unclassified,1,unclassified
arachidonic acid ara from mortierella alpina oil,mortierella alpina,form_signal,1,signal
edible vegetable fat interesterified palm kernel oil,palm,"canonical_form, form_signal, process_signal, grade_signal",4,signal
calcium b-hydroxy-b-methylbutyrate monohydrate cahmb,synthetic,"grade_signal, fortification_signal",2,signal
east india basil ocimum gratissimum vana variety leaf,ocimum gratissimum,"linguistic_signal, form_signal, grade_signal",3,signal
apple juice reconstituted from apple juice concentrate,apple,"canonical_form, form_signal, process_signal",3,signal
active lactic cultures including ldelbrueki subsp bulgaricus,milk,unclassified,1,unclassified
active lactic culture lbacillus delbrueckii subsp. bulgaricus,milk,"orthographic_noise, form_signal",2,mixed
active lactic cultures lbacillus delbrueckii subsp bulgaricus,milk,orthographic_noise,1,noise
active lactic cultures l.bacillus delbrueckii subsp bulgaricus,milk,orthographic_noise,1,noise
probiotic bacterial strains bifidobacterium animalis subsp lactis,milk,"process_signal, grade_signal",2,signal
active lactic culture with probiotics bacteri animalis subop lactis,milk,form_signal,1,signal
