variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised,variant_signal_class
acai berry flavouring,acai,,extract/oleoresin,flavouring agent,,juice,taste profile / spice,0.0,0.86,0.675,0.0,0.86,0.675,0.528,0.528,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
black truffle extract,truffle,,extract/oleoresin,flavouring agent,solvent extraction,,taste profile / spice,0.0,0.86,0.675,0.82,0.86,0.675,0.528,0.774,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, grade_signal"
croscarmellose sodium,wood,,powder,bulking agent,,,stabiliser|anticaking agent,0.0,0.42,0.375,0.0,0.42,0.85,0.276,0.466,1,True,False,,,,,,,,,,bulking agent,grade_signal
cultured sweet potato,sweet potato,fermentation,whole/fresh pieces,base ingredient,,,,0.56,0.05,0.12,0.56,0.05,0.12,0.231,0.231,1,False,False,,,,,,,,,,fermentation_agent,"process_signal, grade_signal"
enzyme blend digezyme,aspergillus oryzae | rice,,powder,,,,,0.0,0.42,0.0,0.0,0.42,0.0,0.126,0.126,1,False,False,,,,,,,,,,fermentation_agent,"form_signal, grade_signal, multi_source"
fructooligosaccharide,sugarcane | chicory,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,multi_source
saturated fatty acids,palm | coconut | milk,,fat fraction,lipid base,,,,0.0,0.72,0.22,0.0,0.72,0.22,0.304,0.304,2,False,False,,,,,,,,,,lipid base,multi_source
shankhapushpi extract,shankhapushpi,solvent extraction,extract/oleoresin,flavouring agent,,,,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
hydrogenated table oil,palm | soybean | groundnut,hydrogenation,oil,lipid base,cold pressing|refining|solvent extraction,,,0.92,0.7,0.22,0.92,0.7,0.22,0.574,0.574,2,False,False,,,,,,hydrogenated,,,,lipid base,"form_signal, process_signal, grade_signal, multi_source"
dehydrated carrot bits,carrot,drying,cut/sliced pieces,base ingredient,,,,0.42,0.1,0.12,0.42,0.1,0.12,0.204,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal, grade_signal"
dehydrated garlic bits,garlic,drying,cut/sliced pieces,taste profile / spice,,,flavouring agent,0.42,0.1,0.18,0.42,0.1,0.675,0.228,0.426,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal, grade_signal"
organic ginger rhizome,ginger,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces,flavouring agent,0.0,0.05,0.18,0.0,0.1,0.675,0.087,0.3,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal, grade_signal"
split black gram flour,black gram,milling,flour/fine powder,base ingredient,,,,0.28,0.33,0.12,0.28,0.33,0.12,0.231,0.231,1,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, grade_signal"
filtered flax seed oil,flax,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,,,,,lipid base,"canonical_form, form_signal, process_signal, grade_signal"
dried fenugreek leaves,fenugreek,drying,,taste profile / spice,,powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
dried coriander leaves,coriander,drying,,taste profile / spice,,powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
ground coriander seeds,coriander,milling,powder,taste profile / spice,,,flavouring agent,0.28,0.42,0.18,0.28,0.42,0.675,0.282,0.48,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
pasteurised toned milk,milk,pasteurization,,base ingredient,,,,0.48,0.0,0.12,0.48,0.0,0.12,0.192,0.192,1,False,False,,,,,,,,,,raw_agricultural_material,"orthographic_noise, canonical_form, form_signal, process_signal, grade_signal"
standardized milk curd,milk,fermentation,dense block,base ingredient,,,,0.56,0.38,0.12,0.56,0.38,0.12,0.33,0.33,2,False,False,,,,fresh_curd,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal"
active lactic cultures,milk,fermentation,,base ingredient,,concentrate,,0.56,0.0,0.12,0.56,0.4,0.12,0.216,0.336,1,True,False,,,,,,,,,,fermentation_agent,orthographic_noise
bifidobacterium lactis,milk,fermentation,,base ingredient,,concentrate,?probiotic,0.56,0.0,0.12,0.56,0.4,0.12,0.216,0.336,1,True,True,,,,,,,,,,fermentation_agent,unclassified
marinated paneer dices,milk,,dense block,base ingredient,,cut/sliced pieces,,0.0,0.38,0.12,0.0,0.38,0.12,0.162,0.162,1,False,False,,,,paneer,,,,,,processed_ingredient,"transliteration_signal, form_signal"
cacao magro in polvere,cocoa,,powder,base ingredient,,skim/defatted meal,,0.0,0.42,0.12,0.0,0.55,0.12,0.174,0.213,1,False,False,,,,,,,,,,processed_ingredient,linguistic_signal
cacao maigre en poudre,cocoa,,powder,base ingredient,,skim/defatted meal,,0.0,0.42,0.12,0.0,0.55,0.12,0.174,0.213,1,False,False,,,,,,,,,,processed_ingredient,linguistic_signal
condensed skimmed milk,milk,,concentrate,base ingredient,,,,0.0,0.4,0.12,0.0,0.4,0.12,0.168,0.168,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal, grade_signal"
refined cottonseed oil,cottonseed,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"orthographic_noise, canonical_form, form_signal, process_signal"
kiwi juice concentrate,kiwi,,juice|concentrate,flavouring agent,,,,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
onion flavouring agent,onion,,,flavouring agent,drying,powder,taste profile / spice,0.0,0.0,0.675,0.42,0.42,0.675,0.27,0.522,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
proabsor8 blend papain,papaya,,,,,extract/oleoresin,?digestive aid,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.258,1,False,True,,,,,,,,,,health_supplement,grade_signal
pomegranate flavouring,pomegranate,,,flavouring agent,,juice|extract/oleoresin,taste profile / spice,0.0,0.0,0.675,0.0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
potato flakes potatoes,potato,,flakes,base ingredient,,,,0.0,0.36,0.12,0.0,0.36,0.12,0.156,0.156,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
shatavari root extract,shatavari,solvent extraction,extract/oleoresin,base ingredient,,,,0.82,0.86,0.12,0.82,0.86,0.12,0.552,0.552,2,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal"
enzyme b-galactosidase,synthetic,,powder,base ingredient,,,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,fermentation_agent,"canonical_form, form_signal"
b-galactosidase enzyme,synthetic,,powder,base ingredient,,,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,fermentation_agent,"canonical_form, form_signal"
ultrasorb tech lactase,synthetic,,powder,base ingredient,,,,0.0,0.42,0.12,0.0,0.42,0.12,0.174,0.174,1,False,False,,,,,,,,,,fermentation_agent,unclassified
cysteine hydrochloride,synthetic,,crystalline chemical,flour treatment agent,,,,0.0,0.98,0.93,0.0,0.98,0.93,0.666,0.666,2,False,False,,,amino_acid,,,,,,,flour treatment agent,unclassified
distillate of gaozaban,gaozaban,distillation,extract/oleoresin,flavouring agent,solvent extraction,essential oil,taste profile / spice,0.0,0.86,0.675,0.82,0.9,0.675,0.528,0.786,2,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
fructo-oligosaccharide,sugarcane,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,"orthographic_noise, redundant_variant, canonical_form"
fructo-oligosaccharide,sugarcane,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,"orthographic_noise, redundant_variant, canonical_form"
fructo oligosaccharide,sugarcane,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,orthographic_noise
fructooligosaccharides,sugarcane,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,orthographic_noise
l-lysine hydrochloride,synthetic,,crystalline chemical,flour treatment agent,,,,0.0,0.98,0.93,0.0,0.98,0.93,0.666,0.666,2,False,False,,,amino_acid,,,,,,,flour treatment agent,canonical_form
packaging gas nitrogen,synthetic,,,packaging gas,,,,0.0,0.0,0.95,0.0,0.0,0.95,0.38,0.38,2,False,False,,,,,,,,,,packaging gas,orthographic_noise
vegetable oil palmolein,palm,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,palmolein,,,,lipid base,form_signal
centre fractionated fat,palm,fractionation,fat fraction,lipid base,,,,0.76,0.72,0.22,0.76,0.72,0.22,0.532,0.532,2,False,False,,,,,,fractionated,,,,lipid base,"form_signal, process_signal"
carrot flavouring agent,carrot,,,flavouring agent,,juice|extract/oleoresin,taste profile / spice,0.0,0.0,0.675,0.0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
modified starch tapioca,tapioca,acetylation,modified starch powder,thickener,,starch flour,stabiliser,0.94,0.96,0.615,0.94,0.96,0.65,0.816,0.83,3,False,False,,,,,,,,,,thickener,"canonical_form, form_signal, process_signal"
mixed fruits flavouring,apple | mango | guava,,,flavouring agent,,extract/oleoresin,taste profile / spice,0.0,0.0,0.675,0.0,0.86,0.675,0.27,0.528,1,True,False,,,,,,,,,,flavouring agent,"form_signal, grade_signal, multi_source"
vegetables garlic paste,garlic,,pulp/puree,taste profile / spice,,,flavouring agent,0.0,0.25,0.18,0.0,0.25,0.675,0.147,0.345,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal"
mango puree concentrate,mango,concentration,concentrate|pulp/puree,base ingredient,,,,0.48,0.4,0.12,0.48,0.4,0.12,0.312,0.312,2,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
concentrated mango pulp,mango,concentration,concentrate|pulp/puree,base ingredient,,,,0.48,0.4,0.12,0.48,0.4,0.12,0.312,0.312,2,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal, grade_signal"
vegetable oil rice bran,rice,,oil,lipid base,cold pressing|solvent extraction|refining,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
steviol glycoside reb-a,stevia,solvent extraction,extract/oleoresin,sweetener,,crystalline chemical,,0.82,0.86,0.625,0.82,0.98,0.625,0.754,0.79,3,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
strawberry fruit powder,strawberry,?spray drying|drying,powder,flavouring agent,,,sweetener,0.42,0.42,0.675,0.42,0.42,0.675,0.522,0.522,2,False,True,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
vegetable oil sunflower,sunflower,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
dehydrated orange juice,orange,drying,juice,flavouring agent,,powder,,0.42,0.5,0.675,0.42,0.5,0.675,0.546,0.546,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, process_signal"
reconstituted skim milk,milk,,,base ingredient,,,,0.0,0.0,0.12,0.0,0.0,0.12,0.048,0.048,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal, grade_signal"
whey protein hydrolsate,milk,?hydrolysis,protein concentrate,base ingredient,,whey powder,,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,whey_hydrolysate,,,processed_ingredient,form_signal
apple juice concentrate,apple,concentration,concentrate|juice,flavouring agent,,,,0.48,0.5,0.675,0.48,0.5,0.675,0.564,0.564,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
organic rama tulsi leaf,tulsi,,whole/fresh pieces,flavouring agent,,cut/sliced pieces,taste profile / spice,0.0,0.05,0.675,0.0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent,"orthographic_noise, transliteration_signal, canonical_form, form_signal, process_signal, grade_signal"
organic vana tulsi leaf,tulsi,,whole/fresh pieces,flavouring agent,,cut/sliced pieces,taste profile / spice,0.0,0.05,0.675,0.0,0.1,0.675,0.285,0.3,1,True,False,,,,,,,,,,flavouring agent,"orthographic_noise, transliteration_signal, canonical_form, form_signal, process_signal, grade_signal"
bifidobacterium bifidum,synthetic,,,probiotic,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,,,,,,,,,,probiotic,unclassified
black pepper flavouring,black pepper,,extract/oleoresin,flavouring agent,drying,powder,taste profile / spice,0.0,0.86,0.675,0.42,0.86,0.675,0.528,0.654,2,False,False,,,,,,,,,,flavouring agent,"form_signal, grade_signal"
butterscotch flavouring,synthetic,synthetic flavors,,flavouring agent,,,taste profile / spice,0.99,0.0,0.675,0.99,0.0,0.675,0.567,0.567,2,False,False,,,,,,,,,,flavouring agent,form_signal
cocoa butter equivalent,palm | shea | sal,fractionation|interesterification,fat fraction,lipid base,,,,0.91,0.72,0.22,0.91,0.72,0.22,0.577,0.577,2,False,False,,,,,,,,,,lipid base,"form_signal, multi_source"
refined cotton seed oil,cottonseed,refining,oil,lipid base,cold pressing|solvent extraction,,,0.75,0.7,0.22,0.82,0.7,0.22,0.523,0.544,2,False,False,,,,,,refined,,,,lipid base,"orthographic_noise, form_signal, process_signal, grade_signal"
guava puree concentrate,guava,concentration,pulp/puree|concentrate,base ingredient,,,sweetener,0.48,0.4,0.12,0.48,0.4,0.625,0.312,0.514,2,False,False,,,,,,,,,,raw_agricultural_material,"linguistic_signal, canonical_form, form_signal"
lactobacillus rhamnosus,synthetic,fermentation,,probiotic,,powder,,0.56,0.0,0.0,0.56,0.42,0.0,0.168,0.294,1,False,False,,,,,,,,,,probiotic,linguistic_signal
lemon juice concentrate,lemon,concentration,juice|concentrate,flavouring agent,,,acidity regulator,0.48,0.5,0.675,0.48,0.5,0.86,0.564,0.638,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
organic lemongrass leaf,lemongrass,,whole/fresh pieces,taste profile / spice,,cut/sliced pieces|powder,flavouring agent,0.0,0.05,0.18,0.0,0.42,0.675,0.087,0.396,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal, grade_signal"
onion powder flavouring,onion,drying|milling,powder,flavouring agent,,,taste profile / spice,0.42,0.42,0.675,0.42,0.42,0.675,0.522,0.522,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
pomegranate seed powder,pomegranate,drying|milling,powder,base ingredient,,,taste profile / spice,0.42,0.42,0.12,0.42,0.42,0.18,0.3,0.324,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, grade_signal"
uv treated and ozonized,SKIP,?ozonization,,preservative,,,,0.0,0.0,0.885,0.0,0.0,0.885,0.354,0.354,2,False,True,,,,,,,,,,preservative,process_signal
black truffle seasoning,truffle,drying,whole/fresh pieces,taste profile / spice,,powder,flavouring agent,0.42,0.05,0.18,0.42,0.42,0.675,0.213,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, grade_signal"
food grade fish gelatin,fish,,protein isolate,gelling agent,?hydrolysis,,thickener,0.0,0.78,0.675,0.6,0.78,0.675,0.504,0.684,2,False,True,,,,,,,,,,gelling agent,"canonical_form, form_signal, grade_signal"
edible sodium caseinate,milk,,protein isolate,base ingredient,,powder,emulsifier,0.0,0.78,0.12,0.0,0.78,0.825,0.282,0.564,1,True,False,,,,,,,casein,,,processed_ingredient,grade_signal
hpmc vegetarian capsule,wood,,,,,,thickener|gelling agent,0.0,0.0,0.0,0.0,0.0,0.675,0.0,0.27,1,False,False,,,,,,,,,,thickener|gelling agent,unclassified
cotton candy flavouring,synthetic,,,flavouring agent,,powder,sweetener,0.0,0.0,0.675,0.0,0.42,0.675,0.27,0.396,1,True,False,,,,,,,,,,flavouring agent,form_signal
ferric ammonium citrate,synthetic,,crystalline chemical,anticaking agent,,,colour,0.0,0.98,0.85,0.0,0.98,0.85,0.634,0.634,2,False,False,,,,,,,,,,anticaking agent,"form_signal, grade_signal"
fructo-oligosaccharides,sugarcane | beet,,powder,sweetener|bulking agent,,,?prebiotic,0.0,0.42,0.625,0.0,0.42,0.625,0.376,0.376,2,False,True,,,,,,,,,,health_supplement,"canonical_form, multi_source"
omega concentrate blend,fish,concentration,oil|concentrate,lipid base,solvent extraction,,,0.48,0.7,0.22,0.82,0.7,0.22,0.442,0.544,2,False,False,,,,,,,,,,lipid base,"form_signal, grade_signal"
sodium starch glycolate,potato,,modified starch powder,thickener,,,stabiliser,0.0,0.96,0.615,0.0,0.96,0.65,0.534,0.548,2,False,False,,,,,,,,,,thickener,"form_signal, grade_signal"
krishnalavana black salt,mineral,,crystalline chemical,taste profile / spice,,,flavouring agent,0.0,0.98,0.18,0.0,0.98,0.675,0.366,0.564,2,False,False,,,,,,,,,,taste profile / spice,"form_signal, grade_signal"
dehydrated garlic powder,garlic,drying,powder,taste profile / spice,,,flavouring agent,0.42,0.42,0.18,0.42,0.42,0.675,0.324,0.522,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, process_signal"
spice oleoresin gingerol,ginger,solvent extraction,oleoresin,taste profile / spice,,extract/oleoresin,flavouring agent,0.82,0.88,0.18,0.82,0.88,0.675,0.582,0.78,2,True,False,,,,,,,,,,taste profile / spice,unclassified
masala flavouring ginger,ginger,,,flavouring agent,,,taste profile / spice,0.0,0.0,0.675,0.0,0.0,0.675,0.27,0.27,1,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
high fructose corn syrup,corn,,syrup,sweetener,,concentrate|juice,,0.0,0.4,0.625,0.0,0.5,0.625,0.37,0.4,2,False,False,,,,,,,,,,sweetener,"canonical_form, form_signal"
concentrated milk solids,milk,,concentrate,base ingredient,,powder,,0.0,0.4,0.12,0.0,0.42,0.12,0.168,0.174,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal"
soya protein hydrolysate,soybean,?hydrolysis,protein concentrate,base ingredient,,protein isolate,,0.6,0.74,0.12,0.6,0.78,0.12,0.45,0.462,2,False,True,,,,,,,plant_protein,,,processed_ingredient,form_signal
high oleic sunflower oil,sunflower,,oil,lipid base,cold pressing|solvent extraction|refining,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,high_oleic,,,,lipid base,"canonical_form, form_signal"
orange juice concentrate,orange,,concentrate,flavouring agent,,juice,,0.0,0.4,0.675,0.0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
skimmed milk concentrate,milk,skim/defatted meal,concentrate,base ingredient,,powder,,0.0,0.4,0.12,0.0,0.42,0.12,0.168,0.174,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal, grade_signal"
whey protein concentrate,milk,,protein concentrate,base ingredient,,whey powder,,0.0,0.74,0.12,0.0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,whey_concentrate,,,processed_ingredient,form_signal
concentrated apple juice,apple,,concentrate,flavouring agent,,juice,,0.0,0.4,0.675,0.0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, process_signal"
organic chamomile flower,chamomile,,whole/fresh pieces,flavouring agent,,cut/sliced pieces|powder,taste profile / spice,0.0,0.05,0.675,0.0,0.42,0.675,0.285,0.396,1,True,False,,,,,,,,,,flavouring agent,"canonical_form, process_signal"
pasteurized skimmed milk,milk,pasteurization,skim/defatted meal,base ingredient,skim/defatted meal,,,0.48,0.55,0.12,0.48,0.55,0.12,0.357,0.357,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal, process_signal, grade_signal"
dried bark of cinnamomum,cinnamon,drying,,taste profile / spice,,powder,flavouring agent,0.42,0.0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice,"form_signal, process_signal"
fat-reduced cocoa powder,cocoa,,powder,base ingredient,,skim/defatted meal,,0.0,0.42,0.12,0.0,0.55,0.12,0.174,0.213,1,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
vegetable oil cottonseed,cottonseed,,oil,lipid base,cold pressing|refining|solvent extraction,,,0.0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base,"canonical_form, form_signal"
binding agent gum acacia,acacia,,gum,binding agent|thickener|stabiliser,,,emulsifier,0.0,0.0,0.65,0.0,0.0,0.825,0.26,0.33,1,True,False,,,,,,,,,,binding agent|thickener|stabiliser,"canonical_form, form_signal"
concentrated jamun juice,jamun,,juice|concentrate,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"transliteration_signal, canonical_form, form_signal, process_signal"
concentrated lemon juice,lemon,,juice|concentrate,flavouring agent,,,acidity regulator,0.0,0.5,0.675,0.0,0.5,0.86,0.42,0.494,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, process_signal"
milk protein concentrate,milk,,protein concentrate,base ingredient,,,,0.0,0.74,0.12,0.0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,total_milk_protein,,,processed_ingredient,"canonical_form, form_signal"
dehydrated potato flakes,potato,drying,flakes,base ingredient,,,,0.42,0.36,0.12,0.42,0.36,0.12,0.282,0.282,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal"
ethylvanillin flavouring,synthetic,synthetic vanillin,crystalline chemical,flavouring agent,,,taste profile / spice,0.98,0.98,0.675,0.98,0.98,0.675,0.858,0.858,3,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, form_signal"
toasted watermelon seeds,watermelon,roasting,whole/fresh pieces,base ingredient,,,,0.58,0.05,0.12,0.58,0.05,0.12,0.237,0.237,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, form_signal, process_signal, grade_signal"
cherry juice concentrate,cherry,,juice|concentrate,flavouring agent,,,sweetener,0.0,0.5,0.675,0.0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
packaging gases nitrogen,synthetic,,crystalline chemical,packaging gas,,,propellant,0.0,0.98,0.95,0.0,0.98,0.95,0.674,0.674,2,False,False,,,,,,,,,,packaging gas,orthographic_noise
concentrated fruit juices,apple | orange | mango,concentrate,juice,base ingredient,,concentrate,flavouring agent,0.0,0.5,0.12,0.0,0.5,0.675,0.198,0.42,1,True,False,,,,,,,,,,raw_agricultural_material,"process_signal, multi_source"
chopped roasted hazelnuts,hazelnut,roasting,cut/sliced pieces,base ingredient,cut/sliced pieces,whole/fresh pieces,,0.58,0.1,0.12,0.58,0.1,0.12,0.252,0.252,1,False,False,,,,,,,,,,raw_agricultural_material,process_signal
sodium selenite angydrate,mineral,,crystalline chemical,preservative,,,,0.0,0.98,0.885,0.0,0.98,0.885,0.648,0.648,2,False,False,,,,,,,,,,preservative,grade_signal
concentrated orange juice,orange,concentration,concentrate,flavouring agent,,juice,sweetener|acidity regulator,0.48,0.4,0.675,0.48,0.5,0.86,0.534,0.638,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal, process_signal"
roasted and ground coffee,coffee,roasting,coarse grits,taste profile / spice,milling,powder,flavouring agent,0.58,0.3,0.18,0.58,0.42,0.675,0.336,0.57,2,False,False,,,,,,,,,,taste profile / spice,"canonical_form, process_signal, grade_signal"
roasted bengal gram flour,bengal gram,roasting|milling,flour/fine powder,base ingredient,,,,0.58,0.33,0.12,0.58,0.33,0.12,0.321,0.321,2,False,False,,,,,,,,,,raw_agricultural_material,"form_signal, process_signal, grade_signal"
desiccated coconut powder,coconut,drying,powder,base ingredient,,,,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
dehydrated coconut shreds,coconut,drying,cut/sliced pieces,base ingredient,,,,0.42,0.1,0.12,0.42,0.1,0.12,0.204,0.204,1,False,False,,,,,,,,,,raw_agricultural_material,"canonical_form, process_signal"
coconut water concentrate,coconut,concentration,concentrate,base ingredient,,juice,,0.48,0.4,0.12,0.48,0.5,0.12,0.312,0.342,2,False,False,,,,,,,,,,processed_ingredient,"canonical_form, form_signal"
garcinia cambogia extract,garcinia cambogia,solvent extraction,extract/oleoresin,flavouring agent,,,,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent,form_signal
cardamom seeds flavouring,cardamom,,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0.0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice,"canonical_form, form_signal, grade_signal"
hydrolysed ground protein,groundnut,?hydrolysis,protein concentrate,base ingredient,,,,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,hydrolysate,,,processed_ingredient,"form_signal, process_signal, grade_signal"
lactobacillus acidophilus,synthetic,fermentation,powder,preservative,,,,0.56,0.42,0.885,0.56,0.42,0.885,0.648,0.648,2,False,False,,,,,,,,,,preservative,linguistic_signal
mosambi juice concentrate,mosambi,concentration,concentrate,flavouring agent,,juice,acidity regulator,0.48,0.4,0.675,0.48,0.5,0.86,0.534,0.638,2,False,False,,,,,,,,,,flavouring agent,"transliteration_signal, canonical_form, form_signal"
parsley powder flavouring,parsley,,powder,flavouring agent,drying,,taste profile / spice,0.0,0.42,0.675,0.42,0.42,0.675,0.396,0.522,2,False,False,,,,,,,,,,flavouring agent,"canonical_form, form_signal"
ethyl vanillin flavouring,synthetic,synthetic vanillin,crystalline chemical,flavouring agent,,,taste profile / spice,0.98,0.98,0.675,0.98,0.98,0.675,0.858,0.858,3,False,False,,,,,,,,,,flavouring agent,"orthographic_noise, form_signal"
enzyme beta galactosidase,aspergillus niger | kluyveromyces lactis,,,base ingredient,,powder,,0.0,0.0,0.12,0.0,0.42,0.12,0.048,0.174,1,False,False,,,,,,,,,,fermentation_agent,"orthographic_noise, form_signal, multi_source"
enzyme beta-galactosidase,aspergillus niger | kluyveromyces lactis,,,base ingredient,,powder,,0.0,0.0,0.12,0.0,0.42,0.12,0.048,0.174,1,False,False,,,,,,,,,,fermentation_agent,"orthographic_noise, canonical_form, form_signal, multi_source"
edible vegetable bran oil,rice,solvent extraction,oil,lipid base,refining,,,0.82,0.7,0.22,0.82,0.7,0.22,0.544,0.544,2,False,False,,,,,,,,,,lipid base,"form_signal, grade_signal"
